#F nb_NeutronNews.dat
#UT Neutron Scattering Lengths and cross sections
#UIDL xndebe
#UD Neutron Scattering Lengths and cross sections
#UD 
#UD All of these data were taken from the Special Feature section of
#UD neutron scattering lengths and cross sections of the elements and
#UD their isotopes in Neutron News, Vol. 3, No. 3, 1992, pp.  29-37.
#UD 
#UD The contents of the columns are as follows:
#UD Column	Unit	Quantity	
#UD 1	                Natural abundance (For radioisotopes the half-life is given instead)
#UD 2           fm      real part of the bound coherent scattering length
#UD 3		fm	imaginary part of the bound coherent scattering length
#UD 4		fm	real part of the bound incoherent scattering length
#UD 5		fm	imaginary part of the bound incoherent scattering length
#UD 6		barn	bound coherent scattering cross section
#UD 7		barn	bound incoherent scattering cross section
#UD 8		barn	total bound scattering cross section
#UD 9		barn	absorption cross section for 2200 m/s neutrons
#UD Note: 1fm=1E-15 m, 1barn=1E-24 cm^2, scattering lengths and cross sections in 
#UD parenthesis are uncertainties (not reported)
#UD
#S  1    H
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	5.13	0	0.2	3.307	0.005	3.312	0.172
#S  16   S
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	2.847	0	9999	1.0186	0.007	1.026	0.53
#S  17   Cl
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9.577	0	9999	11.5257	5.3	16.8	33.5
#S  18   Ar
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	1.909	0	9999	0.458	0.225	0.683	0.675
#S  19   K
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	3.67	0	9999	1.69	0.27	1.96	2.1
#S  20   Ca
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.7	0	9999	2.78	0.05	2.83	0.43
#S  21   Sc
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	12.29	0	-6	19	4.5	23.5	27.5
#S  22   Ti
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	-3.438	0	9999	1.485	2.87	4.35	6.09
#S  23   V
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	-0.3824	0	9999	0.0184	5.08	5.1	5.08
#S  24   Cr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	3.635	0	9999	1.66	1.83	3.49	3.05
#S  25   Mn
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	-3.73	0	1.79	1.75	0.4	2.15	13.3
#S  26   Fe
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9.45	0	9999	11.22	0.4	11.62	2.56
#S  27   Co
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	2.49	0	-6.2	0.779	4.8	5.6	37.18
#S  28   Ni
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	10.3	0	9999	13.3	5.2	18.5	4.49
#S  29   Cu
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.718	0	9999	7.485	0.55	8.03	3.78
#S  30   Zn
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.68	0	9999	4.054	0.077	4.131	1.11
#S  31   Ga
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.288	0	9999	6.675	0.16	6.83	2.75
#S  32   Ge
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	8.185	0	9999	8.42	0.18	8.6	2.2
#S  33   As
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	6.58	0	-0.69	5.44	0.06	5.5	4.5
#S  34   Se
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.97	0	9999	7.98	0.32	8.3	11.7
#S  35   Br
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	6.795	0	9999	5.8	0.1	5.9	6.9
#S  36   Kr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.81	0	9999	7.67	0.01	7.68	25.(1.)
#S  37   Rb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.09	0	9999	6.32	0.5	6.8	0.38
#S  38   Sr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.02	0	9999	6.19	0.06	6.25	1.28
#S  39   Y
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	7.75	0	1.1	7.55	0.15	7.7	1.28
#S  40   Zr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.16	0	9999	6.44	0.02	6.46	0.185
#S  41   Nb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	7.054	0	-0.139	6.253	0.0024	6.255	1.15
#S  42   Mo
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	6.715	0	9999	5.67	0.04	5.71	2.48
#S  43   Tc
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
2.3E5a	6.8	0	9999	5.8	0.5	6.3	20.(1.)
#S  44   Ru
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.03	0	9999	6.21	0.4	6.6	2.56
#S  45   Rh
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	5.88	0	9999	4.34	0.3	4.6	144.8
#S  46   Pd
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.91	0	9999	4.39	0.093	4.48	6.9
#S  47   Ag
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.922	0	9999	4.407	0.58	4.99	63.3
#S  48   Cd
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.87	-0.7	9999	3.04	3.46	6.5	2520.(50.)
#S  49   In
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.065	-0.0539	9999	2.08	0.54	2.62	193.8(1.5)
#S  50   Sn
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	6.225	0	9999	4.871	0.022	4.892	0.626
#S  51   Sb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.57	0	9999	3.9	0.007	3.9	4.91
#S  52   Te
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.8	0	9999	4.23	0.09	4.32	4.7
#S  53   I
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	5.28	0	1.58	3.5	0.31	3.81	6.15
#S  54   Xe
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.92	0	3.04	2.96	0	0	23.9(1.2)
#S  55   Cs
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	5.42	0	1.29	3.69	0.21	3.9	29.0(1.5)
#S  56   Ba
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	5.07	0	9999	3.23	0.15	3.38	1.1
#S  57   La
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	8.24	0	9999	8.53	1.13	9.66	8.97
#S  58   Ce
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.84	0	9999	2.94	0.001	2.94	0.63
#S  59   Pr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	4.58	0	-0.35	2.64	0.015	2.66	11.5
#S  60   Nd
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.69	0	9999	7.43	9.2	16.6	50.5(1.2)
#S  61   Pm
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
2.62a	12.6	0	(+/-)3.2(2.5)	20.0(1.3)	1.3(2.0)	21.3(1.5)	168.4(3.5)
#S  62   Sm
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	0.8	-1.65	9999	0.422	39.(3.)	39.(3.)	5922.(56.)
#S  63   Eu
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.22	-1.26	9999	6.57	2.5	9.2	4530.(40.)
#S  64   Gd
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	6.5	-13.82	9999	29.3	151.(2.)	180.(2.)	49700.(125.)
#S  65   Tb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	7.38	0	-0.17	6.84	0.004	6.84	23.4
#S  66   Dy
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	16.9	-0.276	9999	35.9	54.4(1.2)	90.3	994.(13.)
#S  67   Ho
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	8.01	0	-1.7	8.06	0.36	8.42	64.7(1.2)
#S  68   Er
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.79	0	9999	7.63	1.1	8.7	159.(4.)
#S  69   Tm
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	7.07	0	0.9	6.28	0.1	6.38	100.(2.)
#S  70   Yb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	12.43	0	9999	19.42	4	23.4	34.8
#S  71   Lu
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.21	0	9999	6.53	0.7	7.2	74.(2.)
#S  72   Hf
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	7.7	0	9999	7.6	2.6	10.2	104.1
#S  73   Ta
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	6.91	0	9999	6	0.01	6.01	20.6
#S  74   W
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	4.86	0	9999	2.97	1.63	4.6	18.3
#S  75   Re
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9.2	0	9999	10.6	0.9	11.5	89.7(1.)
#S  76   Os
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	10.7	0	9999	14.4	0.3	14.7	16
#S  77   Ir
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	10.6	0	9999	14.1	0.(3.)	14.(3.)	425.(2.)
#S  78   Pt
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9.6	0	9999	11.58	0.13	11.71	10.3
#S  79   Au
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	7.63	0	-1.84	7.32	0.43	7.75	98.65
#S  80   Hg
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	12.692	0	9999	20.24	6.6	26.8	372.3(4.0)
#S  81   Tl
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	8.776	0	9999	9.678	0.21	9.89	3.43
#S  82   Pb
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9.405	0	9999	11.115	0.003	11.118	0.171
#S  83   Bi
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	8.532	0	9999	9.148	0.0084	9.156	0.0338
#S  84   Po
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	0.259	0	9999	9999	9999
#S  85   At
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	0	9999	9999	9999
#S  86   Rn
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	0	9999	12.6	9999
#S  87   Fr
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	0	9999	9999	9999
#S  88   Ra
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1.60E3a	10.0(1.0)	0	0	13.(3.)	0	13.(3.)	12.8(1.5)
#S  89   Ac
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	0	9999	9999	9999
#S  90   Th
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
100	10.31	0	0	13.36	0	13.36	7.37
#S  91   Pa
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
3.28E4a	9.1	0	9999	10.4	0.1(3.3)	10.5(3.2)	200.6(2.3)
#S  92   U
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	8.417	0	9999	8.903	0.005	8.908	7.57
#S  93   Np
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
2.14E6a	10.55	0	9999	14	0.5	14.5	175.9(2.9)
#S  94   Pu
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	9999	9999	9999	9999
#S  95   Am
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
7.37E3a	8.3	0	(+/-)2.(7.)	8.7	0.3	9.0(2.6)	75.3(1.8)
#S  96   Cm
#N 8
#L Concentration  b_c_r  b_c_i  b_i_r  coh_cs  incoh_cs  scat_cs  abs_cs  
1	9999	0	9999	0	9999	9999	9999
#S  1    1H 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
99.985  -3.7406  0.0  25.274  0.0  1.7583  80.27  82.03  0.3326
#S  2    2H 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.015  6.671  0.0  4.04  0.0  5.592  2.05  7.64  0.000519
#S  3    3H 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
(12.32a)  4.792  0.0  -1.04  0.0  2.89  0.14  3.03  0
#S  3    3He 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.00014  5.74  -1.483  -2.5  +2.568  4.42  1.6  6  5333.(7.)
#S  4    4He 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
99.99986  3.26  0.0  0  0.0  1.34  0  1.34  0
#S  6    6Li 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
7.5  2.00  -0.261  -1.89  +0.26  0.51  0.46  0.97  940.(4.)
#S  7    7Li 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
92.5  -2.22  0.0  -2.49  0.0  0.619  0.78  1.4  0.0454
#S  10   10B 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
20  -0.1  -1.066  -4.7  +1.231  0.144  3  3.1  3835.(9.)
#S  11   11B 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
80  6.65  0.0  -1.3  0.0  5.56  0.21  5.77  0.0055
#S  12   12C 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
98.9  6.6511  0.0  0  0.0  5.559  0  5.559  0.00353
#S  13   13C 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
1.1  6.19  0.0  -0.52  0.0  4.81  0.034  4.84  0.00137
#S  14   14N 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
99.63  9.37  0.0  2.0  0.0  11.03  0.5  11.53  1.91
#S  15   15N 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.37  6.44  0.0  -0.02  0.0  5.21  0.00005  5.21  0.000024
#S  16   16O 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
99.762  5.803  0.0  0  0.0  4.232  0  4.232  0.0001
#S  17   17O 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.038  5.78  0.0  0.18  0.0  4.2  0.004  4.2  0.236
#S  18   18O 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.2  5.84  0.0  0  0.0  4.29  0  4.29  0.00016
#S  20   20Ne 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
90.51  4.631  0.0  0  0.0  2.695  0  2.695  0.036
#S  21   21Ne 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.27  6.66  0.0  (+/-)0.6  0.0  5.6  0.05  5.7  0.67
#S  22   22Ne 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
9.22  3.87  0.0  0  0.0  1.88  0  1.88  0.046
#S  24   24Mg 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
78.99  5.66  0.0  0  0.0  4.03  0  4.03  0.05
#S  25   25Mg 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
10  3.62  0.0  1.48  0.0  1.65  0.28  1.93  0.19
#S  26   26Mg 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
11.01  4.89  0.0  0  0.0  3  0  3  0.0382
#S  28   28Si 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
92.23  4.107  0.0  0  0.0  2.12  0  2.12  0.177
#S  29   29Si 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
4.67  4.70  0.0  0.09  0.0  2.78  0.001  2.78  0.101
#S  30   30Si 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
3.1  4.58  0.0  0  0.0  2.64  0  2.64  0.107
#S  32   32S 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
95.02  2.804  0.0  0  0.0  0.988  0  0.988  0.54
#S  33   33S 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.75  4.74  0.0  1.5  0.0  2.8  0.3  3.1  0.54
#S  34   34S 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
4.21  3.48  0.0  0  0.0  1.52  0  1.52  0.227
#S  36   36S 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.02  3.(1.)  0.0  0  0.0  1.1  0  1.1  0.15
#S  35   35Cl 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
75.77  11.65  0.0  6.1  0.0  17.06  4.7  21.8  44.1
#S  37   37Cl 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
24.23  3.08  0.0  0.1  0.0  1.19  0.001  1.19  0.433
#S  36   36Ar 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.337  24.90  0.0  0  0.0  77.9  0  77.9  5.2
#S  38   38Ar 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.063  3.5  0.0  0  0.0  1.5(3.1)  0  1.5(3.1)  0.8
#S  40   40Ar 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
99.6  1.830  0.0  0  0.0  0.421  0  0.421  0.66
#S  39   39K 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
93.258  3.74  0.0  1.4  0.0  1.76  0.25  2.01  2.1
#S  40   40K 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
0.012  3.(1.)  0.0  9999  0.0  1.1  0.5  1.6  35.(8.)
#S  41   41K 
#N 9
#L Concentration  b_c_r  b_c_i  b_i_r  b_i_i  coh_cs  incoh_cs  scat_cs  abs_cs  
